Environment,Subject,Action,Start,End,Length
E01,S07,A24,100,117,17
E01,S07,A24,118,135,17
E01,S07,A24,136,153,17
E01,S07,A24,154,171,17
E01,S07,A24,172,190,18
E01,S07,A24,191,209,18
E01,S07,A24,210,227,17
E01,S07,A24,228,246,18
E01,S07,A24,247,264,17
E01,S07,A24,265,283,18
E01,S07,A25,1,15,14
E01,S07,A25,16,34,18
E01,S07,A25,35,50,15
E01,S07,A25,51,71,20
E01,S07,A25,72,89,17
E01,S07,A25,90,109,19
E01,S07,A25,110,128,18
E01,S07,A25,129,146,17
E01,S07,A25,147,167,20
E01,S07,A25,168,186,18
E01,S07,A25,187,204,17
E01,S07,A25,205,221,16
E01,S07,A25,222,239,17
E01,S07,A25,240,257,17
E01,S07,A25,258,275,17
E01,S07,A25,276,293,17
E01,S07,A26,11,23,12
E01,S07,A26,24,35,11
E01,S07,A26,36,48,12
E01,S07,A26,49,62,13
E01,S07,A26,63,77,14
E01,S07,A26,78,91,13
E01,S07,A26,92,105,13
E01,S07,A26,106,120,14
E01,S07,A26,121,135,14
E01,S07,A26,136,149,13
E01,S07,A26,150,165,15
E01,S07,A26,166,180,14
E01,S07,A26,181,195,14
E01,S07,A26,196,209,13
E01,S07,A26,210,224,14
E01,S07,A26,225,239,14
E01,S07,A26,240,254,14
E01,S07,A26,255,268,13
E01,S07,A26,269,284,15
E01,S07,A27,1,19,18
E01,S07,A27,20,38,18
E01,S07,A27,39,59,20
E01,S07,A27,60,84,24
E01,S07,A27,85,105,20
E01,S07,A27,106,131,25
E01,S07,A27,132,151,19
E01,S07,A27,152,176,24
E01,S07,A27,177,196,19
E01,S07,A27,197,221,24
E01,S07,A27,222,243,21
E01,S07,A27,244,266,22
E01,S07,A27,267,292,25
E01,S08,A04,1,21,20
E01,S08,A04,22,40,18
E01,S08,A04,41,59,18
E01,S08,A04,60,77,17
E01,S08,A04,78,97,19
E01,S08,A04,98,115,17
E01,S08,A04,116,133,17
E01,S08,A04,134,152,18
E01,S08,A04,153,170,17
E01,S08,A04,171,187,16
E01,S08,A04,188,205,17
E01,S08,A04,206,223,17
E01,S08,A04,224,242,18
E01,S08,A04,243,260,17
E01,S08,A04,261,278,17
E01,S08,A05,1,12,11
E01,S08,A05,13,30,17
E01,S08,A05,31,49,18
E01,S08,A05,50,66,16
E01,S08,A05,67,84,17
E01,S08,A05,85,101,16
E01,S08,A05,102,119,17
E01,S08,A05,120,138,18
E01,S08,A05,139,155,16
E01,S08,A05,156,171,15
E01,S08,A05,172,189,17
E01,S08,A05,190,206,16
E01,S08,A05,207,223,16
E01,S08,A05,224,240,16
E01,S08,A05,241,257,16
E01,S08,A05,258,273,15
E01,S08,A05,274,290,16
E01,S08,A07,1,21,20
E01,S08,A07,22,48,26
E01,S08,A07,49,75,26
E01,S08,A07,76,101,25
E01,S08,A07,102,127,25
E01,S08,A07,128,152,24
E01,S08,A07,153,177,24
E01,S08,A07,178,202,24
E01,S08,A07,203,226,23
E01,S08,A07,227,254,27
E01,S08,A07,255,278,23
E01,S08,A08,1,18,17
E01,S08,A08,19,44,25
E01,S08,A08,45,71,26
E01,S08,A08,72,96,24
E01,S08,A08,97,121,24
E01,S08,A08,122,147,25
E01,S08,A08,148,173,25
E01,S08,A08,174,197,23
E01,S08,A08,198,222,24
E01,S08,A08,223,248,25
E01,S08,A08,249,272,23
E01,S08,A09,1,19,18
E01,S08,A09,20,44,24
E01,S08,A09,45,68,23
E01,S08,A09,69,92,23
E01,S08,A09,93,117,24
E01,S08,A09,118,141,23
E01,S08,A09,142,165,23
E01,S08,A09,166,187,21
E01,S08,A09,188,213,25
E01,S08,A09,214,237,23
E01,S08,A09,238,261,23
E01,S08,A09,262,292,30
E01,S08,A10,1,18,17
E01,S08,A10,19,44,25
E01,S08,A10,45,70,25
E01,S08,A10,71,97,26
E01,S08,A10,98,122,24
E01,S08,A10,123,149,26
E01,S08,A10,150,174,24
E01,S08,A10,175,200,25
E01,S08,A10,201,228,27
E01,S08,A10,229,255,26
E01,S08,A10,256,281,25
E01,S08,A11,1,23,22
E01,S08,A11,24,50,26
E01,S08,A11,51,78,27
E01,S08,A11,79,105,26
E01,S08,A11,106,132,26
E01,S08,A11,133,158,25
E01,S08,A11,159,184,25
E01,S08,A11,185,211,26
E01,S08,A11,212,238,26
E01,S08,A11,239,266,27
E01,S08,A11,267,291,24
E01,S08,A12,1,18,17
E01,S08,A12,19,45,26
E01,S08,A12,46,73,27
E01,S08,A12,74,97,23
E01,S08,A12,98,124,26
E01,S08,A12,125,146,21
E01,S08,A12,147,169,22
E01,S08,A12,170,195,25
E01,S08,A12,196,224,28
E01,S08,A12,225,248,23
E01,S08,A12,249,273,24
E01,S08,A13,1,16,15
E01,S08,A13,17,35,18
E01,S08,A13,36,57,21
E01,S08,A13,58,80,22
E01,S08,A13,81,101,20
E01,S08,A13,102,122,20
E01,S08,A13,123,145,22
E01,S08,A13,146,166,20
E01,S08,A13,167,187,20
E01,S08,A13,188,207,19
E01,S08,A13,208,227,19
E01,S08,A13,228,249,21
E01,S08,A13,250,270,20
E01,S08,A13,271,291,20
E01,S08,A14,1,17,16
E01,S08,A14,18,40,22
E01,S08,A14,41,60,19
E01,S08,A14,61,83,22
E01,S08,A14,84,104,20
E01,S08,A14,105,126,21
E01,S08,A14,127,148,21
E01,S08,A14,149,169,20
E01,S08,A14,170,188,18
E01,S08,A14,189,209,20
E01,S08,A14,210,229,19
E01,S08,A14,230,250,20
E01,S08,A14,251,270,19
E01,S08,A14,271,290,19
E01,S08,A15,1,28,27
E01,S08,A15,29,59,30
E01,S08,A15,60,89,29
E01,S08,A15,90,119,29
E01,S08,A15,120,150,30
E01,S08,A15,151,178,27
E01,S08,A15,179,207,28
E01,S08,A15,208,236,28
E01,S08,A15,237,264,27
E01,S08,A15,265,293,28
E01,S08,A16,1,23,22
E01,S08,A16,24,51,27
E01,S08,A16,52,79,27
E01,S08,A16,80,107,27
E01,S08,A16,108,136,28
E01,S08,A16,137,164,27
E01,S08,A16,165,193,28
E01,S08,A16,194,223,29
E01,S08,A16,224,252,28
E01,S08,A16,253,282,29
E01,S08,A17,5,22,17
E01,S08,A17,23,38,15
E01,S08,A17,39,54,15
E01,S08,A17,55,71,16
E01,S08,A17,72,88,16
E01,S08,A17,89,103,14
E01,S08,A17,104,120,16
E01,S08,A17,121,136,15
E01,S08,A17,137,151,14
E01,S08,A17,152,168,16
E01,S08,A17,169,184,15
E01,S08,A17,185,200,15
E01,S08,A17,201,216,15
E01,S08,A17,217,231,14
E01,S08,A17,232,248,16
E01,S08,A17,249,263,14
E01,S08,A17,264,279,15
E01,S08,A17,280,294,14
E01,S08,A18,1,21,20
E01,S08,A18,22,40,18
E01,S08,A18,41,59,18
E01,S08,A18,60,78,18
E01,S08,A18,79,96,17
E01,S08,A18,97,114,17
E01,S08,A18,115,134,19
E01,S08,A18,135,152,17
E01,S08,A18,153,170,17
E01,S08,A18,171,191,20
E01,S08,A18,192,209,17
E01,S08,A18,210,227,17
E01,S08,A18,228,246,18
E01,S08,A18,247,264,17
E01,S08,A18,265,282,17
E01,S08,A19,1,20,19
E01,S08,A19,21,44,23
E01,S08,A19,45,64,19
E01,S08,A19,65,87,22
E01,S08,A19,88,110,22
E01,S08,A19,111,132,21
E01,S08,A19,133,154,21
E01,S08,A19,155,175,20
E01,S08,A19,176,196,20
E01,S08,A19,197,217,20
E01,S08,A19,218,237,19
E01,S08,A19,238,260,22
E01,S08,A19,261,281,20
E01,S08,A20,1,25,24
E01,S08,A20,26,53,27
E01,S08,A20,54,83,29
E01,S08,A20,84,110,26
E01,S08,A20,111,137,26
E01,S08,A20,138,164,26
E01,S08,A20,165,191,26
E01,S08,A20,192,220,28
E01,S08,A20,221,249,28
E01,S08,A20,250,277,27
E01,S08,A21,1,21,20
E01,S08,A21,22,50,28
E01,S08,A21,51,81,30
E01,S08,A21,82,109,27
E01,S08,A21,110,140,30
E01,S08,A21,141,170,29
E01,S08,A21,171,200,29
E01,S08,A21,201,229,28
E01,S08,A21,230,260,30
E01,S08,A22,1,18,17
E01,S08,A22,19,42,23
E01,S08,A22,43,66,23
E01,S08,A22,67,90,23
E01,S08,A22,91,115,24
E01,S08,A22,116,139,23
E01,S08,A22,140,166,26
E01,S08,A22,167,193,26
E01,S08,A22,194,218,24
E01,S08,A22,219,243,24
E01,S08,A22,244,268,24
E01,S08,A22,269,293,24
E01,S08,A23,1,18,17
E01,S08,A23,19,44,25
E01,S08,A23,45,69,24
E01,S08,A23,70,96,26
E01,S08,A23,97,123,26
E01,S08,A23,124,150,26
E01,S08,A23,151,179,28
E01,S08,A23,180,205,25
E01,S08,A23,206,232,26
E01,S08,A23,233,256,23
E01,S08,A23,257,281,24
E01,S08,A24,1,16,15
E01,S08,A24,17,40,23
E01,S08,A24,41,63,22
E01,S08,A24,64,86,22
E01,S08,A24,87,109,22
E01,S08,A24,110,132,22
E01,S08,A24,133,154,21
E01,S08,A24,155,176,21
E01,S08,A24,177,199,22
E01,S08,A24,200,221,21
E01,S08,A24,222,241,19
E01,S08,A24,242,264,22
E01,S08,A24,265,285,20
E01,S08,A25,1,18,17
E01,S08,A25,19,38,19
E01,S08,A25,39,61,22
E01,S08,A25,62,83,21
E01,S08,A25,84,105,21
E01,S08,A25,106,126,20
E01,S08,A25,127,148,21
E01,S08,A25,149,170,21
E01,S08,A25,171,192,21
E01,S08,A25,193,213,20
E01,S08,A25,214,235,21
E01,S08,A25,236,257,21
E01,S08,A25,258,278,20
E01,S08,A26,1,12,11
E01,S08,A27,1,22,21
E01,S08,A27,23,52,29
E01,S08,A27,53,81,28
E01,S08,A27,82,103,21
E01,S08,A27,136,162,26
E01,S08,A27,163,190,27
E01,S08,A27,191,212,21
E01,S08,A27,213,241,28
E01,S08,A27,242,267,25
E01,S08,A27,268,292,24
E01,S09,A04,1,13,12
E01,S09,A04,14,26,12
E01,S09,A04,27,39,12
E01,S09,A04,40,50,10
E01,S09,A04,51,62,11
E01,S09,A04,63,74,11
E01,S09,A04,75,87,12
E01,S09,A04,88,99,11
E01,S09,A04,100,113,13
E01,S09,A04,114,125,11
E01,S09,A04,126,139,13
E01,S09,A04,140,151,11
E01,S09,A04,152,165,13
E01,S09,A04,176,188,12
E01,S09,A04,198,209,11
E01,S09,A04,210,222,12
E01,S09,A04,223,237,14
E01,S09,A04,238,253,15
E01,S09,A04,254,267,13
E01,S09,A04,268,282,14
E01,S09,A05,1,12,11
E01,S09,A05,13,24,11
E01,S09,A05,25,36,11
E01,S09,A05,37,47,10
E01,S09,A05,48,58,10
E01,S09,A05,69,81,12
E01,S09,A05,82,92,10
E01,S09,A05,93,104,11
E01,S09,A05,105,115,10
E01,S09,A05,116,129,13
E01,S09,A05,140,150,10
E01,S09,A05,151,162,11
E01,S09,A05,163,174,11
E01,S09,A05,185,197,12
E01,S09,A05,207,221,14
E01,S09,A05,232,246,14
E01,S09,A05,257,271,14
E01,S09,A05,272,282,10
E01,S09,A05,283,296,13
E01,S09,A07,1,23,22
E01,S09,A07,24,51,27
E01,S09,A07,52,79,27
E01,S09,A07,80,108,28
E01,S09,A07,109,138,29
E01,S09,A07,139,169,30
E01,S09,A07,170,198,28
E01,S09,A07,199,227,28
E01,S09,A07,228,256,28
E01,S09,A07,257,284,27
E01,S09,A08,1,20,19
E01,S09,A08,21,49,28
E01,S09,A08,50,77,27
E01,S09,A08,78,104,26
E01,S09,A08,105,134,29
E01,S09,A08,135,163,28
E01,S09,A08,164,191,27
E01,S09,A08,192,219,27
E01,S09,A08,220,249,29
E01,S09,A08,250,279,29
E01,S09,A09,1,22,21
E01,S09,A09,23,39,16
E01,S09,A09,40,54,14
E01,S09,A09,55,70,15
E01,S09,A09,71,86,15
E01,S09,A09,87,103,16
E01,S09,A09,104,119,15
E01,S09,A09,120,136,16
E01,S09,A09,137,150,13
E01,S09,A09,151,166,15
E01,S09,A09,167,183,16
E01,S09,A09,184,200,16
E01,S09,A09,201,218,17
E01,S09,A09,219,233,14
E01,S09,A09,234,249,15
E01,S09,A09,250,266,16
E01,S09,A09,267,283,16
E01,S09,A10,7,24,17
E01,S09,A10,25,41,16
E01,S09,A10,42,58,16
E01,S09,A10,59,76,17
E01,S09,A10,77,93,16
E01,S09,A10,94,110,16
E01,S09,A10,111,126,15
E01,S09,A10,127,142,15
E01,S09,A10,143,159,16
E01,S09,A10,160,175,15
E01,S09,A10,176,191,15
E01,S09,A10,192,208,16
E01,S09,A10,209,225,16
E01,S09,A10,226,242,16
E01,S09,A10,243,259,16
E01,S09,A10,260,283,23
E01,S09,A11,1,22,21
E01,S09,A11,220,250,30
E01,S09,A12,1,11,10
E01,S09,A12,12,30,18
E01,S09,A12,31,49,18
E01,S09,A12,50,69,19
E01,S09,A12,70,90,20
E01,S09,A12,91,109,18
E01,S09,A12,110,128,18
E01,S09,A12,129,149,20
E01,S09,A12,150,168,18
E01,S09,A12,169,187,18
E01,S09,A12,188,207,19
E01,S09,A12,208,225,17
E01,S09,A12,226,244,18
E01,S09,A12,245,262,17
E01,S09,A12,263,280,17
E01,S09,A13,9,28,19
E01,S09,A13,29,47,18
E01,S09,A13,48,67,19
E01,S09,A13,68,87,19
E01,S09,A13,88,108,20
E01,S09,A13,109,127,18
E01,S09,A13,128,147,19
E01,S09,A13,148,168,20
E01,S09,A13,169,190,21
E01,S09,A13,191,210,19
E01,S09,A13,211,231,20
E01,S09,A13,232,252,20
E01,S09,A13,253,272,19
E01,S09,A13,273,293,20
E01,S09,A14,1,16,15
E01,S09,A14,17,36,19
E01,S09,A14,37,61,24
E01,S09,A14,62,84,22
E01,S09,A14,85,109,24
E01,S09,A14,110,134,24
E01,S09,A14,135,158,23
E01,S09,A14,159,181,22
E01,S09,A14,182,205,23
E01,S09,A14,206,229,23
E01,S09,A14,230,253,23
E01,S09,A14,254,278,24
E01,S09,A15,1,12,11
E01,S09,A15,13,35,22
E01,S09,A15,36,57,21
E01,S09,A15,58,80,22
E01,S09,A15,81,102,21
E01,S09,A15,103,125,22
E01,S09,A15,126,147,21
E01,S09,A15,148,172,24
E01,S09,A15,173,195,22
E01,S09,A15,196,218,22
E01,S09,A15,219,241,22
E01,S09,A15,242,265,23
E01,S09,A15,266,289,23
E01,S09,A16,1,13,12
E01,S09,A16,14,36,22
E01,S09,A16,37,59,22
E01,S09,A16,60,81,21
E01,S09,A16,82,102,20
E01,S09,A16,103,124,21
E01,S09,A16,125,146,21
E01,S09,A16,147,169,22
E01,S09,A16,170,192,22
E01,S09,A16,193,214,21
E01,S09,A16,215,236,21
E01,S09,A16,237,259,22
E01,S09,A16,260,283,23
E01,S09,A17,4,16,12
E01,S09,A17,17,29,12
E01,S09,A17,30,43,13
E01,S09,A17,44,57,13
E01,S09,A17,58,69,11
E01,S09,A17,70,83,13
E01,S09,A17,84,97,13
E01,S09,A17,98,110,12
E01,S09,A17,111,124,13
E01,S09,A17,125,138,13
E01,S09,A17,139,152,13
E01,S09,A17,153,165,12
E01,S09,A17,166,179,13
E01,S09,A17,180,192,12
E01,S09,A17,193,206,13
E01,S09,A17,207,221,14
E01,S09,A17,222,234,12
E01,S09,A17,235,247,12
E01,S09,A17,248,261,13
E01,S09,A17,262,276,14
E01,S09,A17,277,290,13
E01,S09,A18,1,11,10
E01,S09,A18,12,26,14
E01,S09,A18,27,40,13
E01,S09,A18,41,57,16
E01,S09,A18,58,73,15
E01,S09,A18,74,88,14
E01,S09,A18,89,104,15
E01,S09,A18,105,118,13
E01,S09,A18,119,134,15
E01,S09,A18,135,148,13
E01,S09,A18,149,163,14
E01,S09,A18,164,178,14
E01,S09,A18,179,192,13
E01,S09,A18,193,206,13
E01,S09,A18,207,221,14
E01,S09,A18,222,235,13
E01,S09,A18,236,250,14
E01,S09,A18,251,265,14
E01,S09,A18,266,280,14
E01,S09,A18,281,294,13
E01,S09,A19,1,20,19
E01,S09,A19,21,38,17
E01,S09,A19,39,55,16
E01,S09,A19,56,73,17
E01,S09,A19,74,90,16
E01,S09,A19,91,107,16
E01,S09,A19,108,125,17
E01,S09,A19,126,143,17
E01,S09,A19,144,159,15
E01,S09,A19,160,176,16
E01,S09,A19,177,192,15
E01,S09,A19,193,208,15
E01,S09,A19,209,225,16
E01,S09,A19,226,242,16
E01,S09,A19,243,259,16
E01,S09,A19,260,277,17
E01,S09,A19,278,292,14
E01,S09,A20,1,13,12
E01,S09,A20,14,37,23
E01,S09,A20,38,61,23
E01,S09,A20,62,83,21
E01,S09,A20,84,108,24
E01,S09,A20,109,132,23
E01,S09,A20,133,156,23
E01,S09,A20,157,180,23
E01,S09,A20,181,204,23
E01,S09,A20,205,226,21
E01,S09,A20,227,248,21
E01,S09,A20,249,273,24
E01,S09,A21,1,16,15
E01,S09,A21,17,39,22
E01,S09,A21,40,63,23
E01,S09,A21,64,86,22
E01,S09,A21,87,109,22
E01,S09,A21,110,131,21
E01,S09,A21,132,153,21
E01,S09,A21,154,176,22
E01,S09,A21,177,199,22
E01,S09,A21,200,222,22
E01,S09,A21,223,246,23
E01,S09,A21,247,267,20
E01,S09,A21,268,290,22
E01,S09,A22,1,14,13
E01,S09,A22,15,34,19
E01,S09,A22,35,54,19
E01,S09,A22,95,115,20
E01,S09,A22,116,135,19
E01,S09,A22,136,155,19
E01,S09,A22,156,175,19
E01,S09,A22,176,195,19
E01,S09,A22,196,215,19
E01,S09,A22,216,235,19
E01,S09,A22,236,255,19
E01,S09,A22,256,275,19
E01,S09,A22,276,295,19
E01,S09,A23,1,14,13
E01,S09,A23,15,34,19
E01,S09,A23,35,58,23
E01,S09,A23,59,83,24
E01,S09,A23,84,104,20
E01,S09,A23,105,127,22
E01,S09,A23,128,150,22
E01,S09,A23,151,173,22
E01,S09,A23,174,195,21
E01,S09,A23,196,218,22
E01,S09,A23,219,243,24
E01,S09,A23,244,265,21
E01,S09,A23,266,290,24
E01,S09,A24,1,12,11
E01,S09,A24,13,29,16
E01,S09,A24,30,46,16
E01,S09,A24,47,65,18
E01,S09,A24,66,83,17
E01,S09,A24,84,100,16
E01,S09,A24,101,119,18
E01,S09,A24,120,138,18
E01,S09,A24,139,156,17
E01,S09,A24,157,175,18
E01,S09,A24,176,194,18
E01,S09,A24,195,211,16
E01,S09,A24,212,231,19
E01,S09,A24,232,251,19
E01,S09,A24,252,271,19
E01,S09,A24,272,290,18
E01,S09,A25,1,11,10
E01,S09,A25,12,28,16
E01,S09,A25,29,47,18
E01,S09,A25,48,65,17
E01,S09,A25,66,84,18
E01,S09,A25,85,102,17
E01,S09,A25,103,122,19
E01,S09,A25,123,141,18
E01,S09,A25,142,160,18
E01,S09,A25,161,180,19
E01,S09,A25,181,199,18
E01,S09,A25,200,218,18
E01,S09,A25,219,237,18
E01,S09,A25,238,256,18
E01,S09,A25,257,276,19
E01,S09,A26,19,29,10
E01,S09,A26,30,40,10
E01,S09,A26,51,61,10
E01,S09,A26,62,72,10
E01,S09,A26,73,83,10
E01,S09,A26,84,94,10
E01,S09,A26,95,105,10
E01,S09,A26,106,116,10
E01,S09,A26,117,127,10
E01,S09,A26,128,138,10
E01,S09,A26,139,149,10
E01,S09,A26,150,160,10
E01,S09,A26,161,171,10
E01,S09,A26,172,182,10
E01,S09,A26,183,193,10
E01,S09,A26,194,204,10
E01,S09,A26,205,216,11
E01,S09,A26,217,227,10
E01,S09,A26,228,238,10
E01,S09,A26,239,249,10
E01,S09,A26,250,260,10
E01,S09,A26,261,271,10
E01,S09,A26,272,282,10
E01,S09,A26,283,293,10
E01,S09,A27,1,11,10
E01,S09,A27,12,31,19
E01,S09,A27,32,51,19
E01,S09,A27,52,71,19
E01,S09,A27,72,92,20
E01,S09,A27,93,113,20
E01,S09,A27,114,136,22
E01,S09,A27,137,156,19
E01,S09,A27,157,176,19
E01,S09,A27,177,196,19
E01,S09,A27,197,217,20
E01,S09,A27,218,236,18
E01,S09,A27,237,256,19
E01,S09,A27,257,276,19
E01,S09,A27,277,296,19
E01,S10,A04,1,14,13
E01,S10,A04,15,31,16
E01,S10,A04,32,50,18
E01,S10,A04,51,69,18
E01,S10,A04,70,88,18
E01,S10,A04,89,107,18
E01,S10,A04,108,126,18
E01,S10,A04,127,144,17
E01,S10,A04,145,161,16
E01,S10,A04,162,179,17
E01,S10,A04,180,199,19
E01,S10,A04,200,216,16
E01,S10,A04,217,235,18
E01,S10,A04,236,255,19
E01,S10,A04,256,273,17
E01,S10,A04,274,291,17
E01,S10,A05,1,11,10
E01,S10,A05,12,30,18
E01,S10,A05,31,50,19
E01,S10,A05,51,71,20
E01,S10,A05,72,90,18
E01,S10,A05,91,110,19
E01,S10,A05,111,130,19
E01,S10,A05,131,150,19
E01,S10,A05,151,169,18
E01,S10,A05,170,189,19
E01,S10,A05,190,208,18
E01,S10,A05,209,227,18
E01,S10,A05,228,246,18
E01,S10,A05,247,265,18
E01,S10,A05,266,283,17
E01,S10,A07,1,18,17
E01,S10,A07,19,43,24
E01,S10,A07,44,73,29
E01,S10,A07,74,98,24
E01,S10,A07,99,126,27
E01,S10,A07,127,153,26
E01,S10,A07,154,178,24
E01,S10,A07,179,202,23
E01,S10,A07,203,227,24
E01,S10,A07,228,252,24
E01,S10,A07,253,276,23
E01,S10,A08,1,21,20
E01,S10,A08,22,42,20
E01,S10,A08,43,65,22
E01,S10,A08,66,85,19
E01,S10,A08,86,107,21
E01,S10,A08,108,130,22
E01,S10,A08,131,153,22
E01,S10,A08,154,173,19
E01,S10,A08,174,194,20
E01,S10,A08,195,215,20
E01,S10,A08,216,235,19
E01,S10,A08,236,254,18
E01,S10,A08,255,275,20
E01,S10,A08,276,296,20
E01,S10,A09,1,14,13
E01,S10,A09,15,29,14
E01,S10,A09,30,43,13
E01,S10,A09,44,58,14
E01,S10,A09,59,72,13
E01,S10,A09,73,87,14
E01,S10,A09,88,102,14
E01,S10,A09,103,116,13
E01,S10,A09,117,131,14
E01,S10,A09,132,145,13
E01,S10,A09,146,160,14
E01,S10,A09,161,174,13
E01,S10,A09,175,190,15
E01,S10,A09,191,205,14
E01,S10,A09,206,220,14
E01,S10,A09,221,236,15
E01,S10,A09,237,250,13
E01,S10,A09,251,265,14
E01,S10,A09,266,280,14
E01,S10,A09,281,295,14
E01,S10,A10,9,23,14
E01,S10,A10,24,40,16
E01,S10,A10,41,56,15
E01,S10,A10,90,104,14
E01,S10,A10,105,120,15
E01,S10,A10,121,135,14
E01,S10,A10,136,152,16
E01,S10,A10,153,168,15
E01,S10,A10,169,186,17
E01,S10,A10,187,200,13
E01,S10,A10,201,216,15
E01,S10,A10,217,233,16
E01,S10,A10,234,249,15
E01,S10,A10,250,264,14
E01,S10,A10,265,280,15
E01,S10,A10,281,296,15
E01,S10,A11,1,16,15
E01,S10,A11,17,39,22
E01,S10,A11,40,61,21
E01,S10,A11,62,84,22
E01,S10,A11,85,107,22
E01,S10,A11,108,131,23
E01,S10,A11,132,154,22
E01,S10,A11,155,178,23
E01,S10,A11,179,200,21
E01,S10,A11,201,224,23
E01,S10,A11,225,247,22
E01,S10,A11,248,270,22
E01,S10,A11,271,294,23
E01,S10,A12,9,30,21
E01,S10,A12,31,51,20
E01,S10,A12,52,73,21
E01,S10,A12,74,96,22
E01,S10,A12,97,118,21
E01,S10,A12,119,140,21
E01,S10,A12,141,162,21
E01,S10,A12,213,236,23
E01,S10,A12,237,260,23
E01,S10,A12,261,284,23
E01,S10,A13,6,23,17
E01,S10,A13,24,42,18
E01,S10,A13,43,60,17
E01,S10,A13,61,78,17
E01,S10,A13,79,97,18
E01,S10,A13,98,114,16
E01,S10,A13,115,132,17
E01,S10,A13,133,149,16
E01,S10,A13,150,167,17
E01,S10,A13,168,182,14
E01,S10,A13,183,200,17
E01,S10,A13,201,217,16
E01,S10,A13,218,233,15
E01,S10,A13,234,251,17
E01,S10,A13,252,267,15
E01,S10,A13,268,284,16
E01,S10,A14,11,25,14
E01,S10,A14,26,42,16
E01,S10,A14,43,59,16
E01,S10,A14,60,75,15
E01,S10,A14,76,93,17
E01,S10,A14,94,110,16
E01,S10,A14,111,127,16
E01,S10,A14,128,144,16
E01,S10,A14,145,161,16
E01,S10,A14,162,180,18
E01,S10,A14,181,196,15
E01,S10,A14,197,214,17
E01,S10,A14,251,267,16
E01,S10,A14,268,285,17
E01,S10,A15,1,15,14
E01,S10,A15,16,38,22
E01,S10,A15,39,63,24
E01,S10,A15,64,87,23
E01,S10,A15,88,112,24
E01,S10,A15,166,189,23
E01,S10,A15,190,215,25
E01,S10,A15,216,241,25
E01,S10,A15,242,268,26
E01,S10,A15,269,295,26
E01,S10,A16,1,18,17
E01,S10,A16,19,41,22
E01,S10,A16,42,69,27
E01,S10,A16,70,95,25
E01,S10,A16,96,118,22
E01,S10,A16,119,143,24
E01,S10,A16,144,167,23
E01,S10,A16,168,192,24
E01,S10,A16,193,217,24
E01,S10,A16,218,243,25
E01,S10,A16,244,269,25
E01,S10,A16,270,291,21
E01,S10,A17,9,19,10
E01,S10,A17,30,40,10
E01,S10,A19,1,17,16
E01,S10,A19,18,45,27
E01,S10,A19,46,71,25
E01,S10,A19,72,101,29
E01,S10,A19,102,129,27
E01,S10,A19,130,156,26
E01,S10,A19,157,186,29
E01,S10,A19,220,246,26
E01,S10,A20,1,16,15
E01,S10,A20,17,39,22
E01,S10,A20,40,64,24
E01,S10,A20,65,86,21
E01,S10,A20,87,110,23
E01,S10,A20,111,135,24
E01,S10,A20,136,157,21
E01,S10,A20,158,179,21
E01,S10,A20,180,203,23
E01,S10,A20,204,231,27
E01,S10,A20,232,253,21
E01,S10,A20,254,279,25
E01,S10,A21,1,13,12
E01,S10,A21,14,40,26
E01,S10,A21,41,65,24
E01,S10,A21,66,90,24
E01,S10,A21,91,115,24
E01,S10,A21,116,143,27
E01,S10,A21,144,168,24
E01,S10,A21,169,194,25
E01,S10,A21,195,218,23
E01,S10,A21,219,244,25
E01,S10,A21,245,269,24
E01,S10,A21,270,294,24
E01,S10,A22,1,14,13
E01,S10,A22,15,36,21
E01,S10,A22,37,58,21
E01,S10,A22,59,80,21
E01,S10,A22,81,102,21
E01,S10,A22,103,124,21
E01,S10,A22,125,146,21
E01,S10,A22,147,168,21
E01,S10,A22,169,191,22
E01,S10,A22,192,213,21
E01,S10,A22,214,235,21
E01,S10,A22,236,258,22
E01,S10,A22,259,280,21
E01,S10,A23,1,14,13
E01,S10,A23,15,34,19
E01,S10,A23,35,54,19
E01,S10,A23,55,74,19
E01,S10,A23,75,96,21
E01,S10,A23,97,117,20
E01,S10,A23,118,137,19
E01,S10,A23,138,158,20
E01,S10,A23,159,178,19
E01,S10,A23,179,199,20
E01,S10,A23,200,223,23
E01,S10,A23,224,244,20
E01,S10,A23,245,266,21
E01,S10,A23,267,287,20
E01,S10,A24,5,20,15
E01,S10,A24,21,37,16
E01,S10,A24,38,55,17
E01,S10,A24,56,71,15
E01,S10,A24,72,87,15
E01,S10,A24,88,105,17
E01,S10,A24,106,119,13
E01,S10,A24,120,136,16
E01,S10,A24,137,153,16
E01,S10,A24,154,170,16
E01,S10,A24,171,187,16
E01,S10,A24,188,204,16
E01,S10,A24,205,221,16
E01,S10,A24,222,238,16
E01,S10,A24,239,254,15
E01,S10,A24,255,271,16
E01,S10,A24,272,288,16
E01,S10,A25,8,24,16
E01,S10,A25,25,39,14
E01,S10,A25,40,55,15
E01,S10,A25,56,70,14
E01,S10,A25,71,85,14
E01,S10,A25,86,100,14
E01,S10,A25,101,116,15
E01,S10,A25,117,131,14
E01,S10,A25,132,147,15
E01,S10,A25,148,162,14
E01,S10,A25,163,178,15
E01,S10,A25,179,193,14
E01,S10,A25,194,208,14
E01,S10,A25,209,224,15
E01,S10,A25,225,241,16
E01,S10,A25,242,256,14
E01,S10,A25,257,269,12
