Environment,Subject,Action,start,end
E01,S05,A13,52,65
E01,S05,A13,66,79
E01,S05,A13,80,94
E01,S05,A13,95,109
E01,S05,A13,110,124
E01,S05,A13,125,138
E01,S05,A13,139,151
E01,S05,A13,152,165
E01,S05,A13,166,180
E01,S05,A13,181,194
E01,S05,A13,195,208
E01,S05,A13,209,222
E01,S05,A13,223,237
E01,S05,A13,238,252
E01,S05,A13,253,267
E01,S05,A13,268,282
E01,S05,A12,1,13
E01,S05,A12,14,29
E01,S05,A12,30,45
E01,S05,A12,46,62
E01,S05,A12,63,81
E01,S05,A12,82,98
E01,S05,A12,99,117
E01,S05,A12,118,136
E01,S05,A12,137,151
E01,S05,A12,152,167
E01,S05,A12,168,183
E01,S05,A12,184,199
E01,S05,A12,200,216
E01,S05,A12,217,232
E01,S05,A12,233,248
E01,S05,A12,249,264
E01,S05,A12,265,279
E01,S05,A12,280,296
E01,S05,A20,1,28
E01,S05,A20,29,52
E01,S05,A20,53,76
E01,S05,A20,77,101
E01,S05,A20,102,126
E01,S05,A20,127,150
E01,S05,A20,151,175
E01,S05,A20,176,200
E01,S05,A20,201,225
E01,S05,A20,226,251
E01,S05,A20,252,278
E01,S05,A20,1,19
E01,S05,A20,20,41
E01,S05,A20,42,65
E01,S05,A20,66,90
E01,S05,A20,91,114
E01,S05,A20,115,138
E01,S05,A20,139,160
E01,S05,A20,161,186
E01,S05,A20,187,210
E01,S05,A20,211,234
E01,S05,A20,235,259
E01,S05,A20,260,281
E01,S05,A22,1,19
E01,S05,A22,20,41
E01,S05,A22,42,61
E01,S05,A22,62,83
E01,S05,A22,84,107
E01,S05,A22,108,131
E01,S05,A22,132,149
E01,S05,A22,150,171
E01,S05,A22,172,191
E01,S05,A22,192,214
E01,S05,A22,215,237
E01,S05,A22,238,262
E01,S05,A22,263,281
E01,S05,A22,1,24
E01,S05,A22,25,43
E01,S05,A22,44,64
E01,S05,A22,65,85
E01,S05,A22,86,108
E01,S05,A22,109,130
E01,S05,A22,131,149
E01,S05,A22,150,172
E01,S05,A22,173,193
E01,S05,A22,194,217
E01,S05,A22,218,239
E01,S05,A22,240,260
E01,S05,A22,261,283
E01,S06,A07,1,20
E01,S06,A07,21,48
E01,S06,A07,49,74
E01,S06,A07,75,99
E01,S06,A07,100,123
E01,S06,A07,124,149
E01,S06,A07,150,174
E01,S06,A07,175,204
E01,S06,A07,205,230
E01,S06,A07,231,255
E01,S06,A07,256,281
E01,S06,A07,1,16
E01,S06,A07,17,38
E01,S06,A07,39,60
E01,S06,A07,61,81
E01,S06,A07,82,104
E01,S06,A07,105,126
E01,S06,A07,127,149
E01,S06,A07,150,172
E01,S06,A07,173,194
E01,S06,A07,195,215
E01,S06,A07,216,237
E01,S06,A07,238,259
E01,S06,A07,260,282
E01,S06,A09,1,23
E01,S06,A09,24,47
E01,S06,A09,87,109
E01,S06,A09,110,134
E01,S06,A09,135,153
E01,S06,A09,154,177
E01,S06,A09,178,198
E01,S06,A09,199,218
E01,S06,A09,219,238
E01,S06,A09,239,259
E01,S06,A09,260,277
E01,S06,A09,278,297
E01,S06,A09,1,24
E01,S06,A09,25,42
E01,S06,A09,43,59
E01,S06,A09,60,82
E01,S06,A09,83,100
E01,S06,A09,101,120
E01,S06,A09,121,141
E01,S06,A09,142,159
E01,S06,A09,160,178
E01,S06,A09,179,198
E01,S06,A09,199,215
E01,S06,A09,216,233
E01,S06,A09,234,251
E01,S06,A09,252,271
E01,S06,A09,272,290
E01,S06,A07,1,16
E01,S06,A07,17,38
E01,S06,A07,39,61
E01,S06,A07,62,84
E01,S06,A07,85,107
E01,S06,A07,108,130
E01,S06,A07,131,152
E01,S06,A07,153,176
E01,S06,A07,177,198
E01,S06,A07,199,221
E01,S06,A07,222,244
E01,S06,A07,245,267
E01,S06,A07,268,289
E01,S06,A12,1,18
E01,S06,A12,19,36
E01,S06,A12,37,53
E01,S06,A12,54,71
E01,S06,A12,72,91
E01,S06,A12,92,109
E01,S06,A12,110,127
E01,S06,A12,128,148
E01,S06,A12,149,167
E01,S06,A12,168,189
E01,S06,A12,190,208
E01,S06,A12,209,226
E01,S06,A12,227,244
E01,S06,A12,245,263
E01,S06,A12,264,283
E01,S06,A13,8,26
E01,S06,A13,27,42
E01,S06,A13,43,58
E01,S06,A13,59,74
E01,S06,A13,75,91
E01,S06,A13,92,108
E01,S06,A13,109,124
E01,S06,A13,125,139
E01,S06,A13,140,155
E01,S06,A13,156,171
E01,S06,A13,172,189
E01,S06,A13,190,205
E01,S06,A13,206,222
E01,S06,A13,223,237
E01,S06,A13,238,253
E01,S06,A13,254,271
E01,S06,A13,272,286
E01,S06,A13,1,13
E01,S06,A13,14,31
E01,S06,A13,32,49
E01,S06,A13,50,69
E01,S06,A13,70,86
E01,S06,A13,87,105
E01,S06,A13,106,124
E01,S06,A13,125,144
E01,S06,A13,145,161
E01,S06,A13,162,180
E01,S06,A13,181,201
E01,S06,A13,202,218
E01,S06,A13,219,239
E01,S06,A13,240,254
E01,S06,A13,255,274
E01,S06,A13,275,295
E01,S06,A09,1,26
E01,S06,A09,60,86
E01,S06,A09,87,115
E01,S06,A09,116,142
E01,S06,A09,143,170
E01,S06,A09,171,198
E01,S06,A09,199,224
E01,S06,A09,225,251
E01,S06,A09,252,276
E01,S06,A09,1,22
E01,S06,A09,23,52
E01,S06,A09,53,81
E01,S06,A09,82,111
E01,S06,A09,112,137
E01,S06,A09,169,195
E01,S06,A09,196,220
E01,S06,A09,221,250
E01,S06,A09,251,274
E01,S06,A13,8,20
E01,S06,A13,21,32
E01,S06,A13,33,44
E01,S06,A13,45,56
E01,S06,A13,57,68
E01,S06,A13,69,81
E01,S06,A13,82,94
E01,S06,A13,95,107
E01,S06,A13,108,120
E01,S06,A13,121,133
E01,S06,A13,134,147
E01,S06,A13,148,161
E01,S06,A13,162,175
E01,S06,A13,176,189
E01,S06,A13,190,204
E01,S06,A13,205,218
E01,S06,A13,219,232
E01,S06,A13,233,247
E01,S06,A13,248,262
E01,S06,A13,263,276
E01,S06,A13,277,290
E01,S06,A13,7,19
E01,S06,A13,20,34
E01,S06,A13,35,49
E01,S06,A13,50,63
E01,S06,A13,64,76
E01,S06,A13,77,90
E01,S06,A13,91,104
E01,S06,A13,105,118
E01,S06,A13,119,133
E01,S06,A13,134,146
E01,S06,A13,147,161
E01,S06,A13,162,175
E01,S06,A13,176,190
E01,S06,A13,191,204
E01,S06,A13,205,218
E01,S06,A13,219,232
E01,S06,A13,233,246
E01,S06,A13,247,261
E01,S06,A13,262,275
E01,S06,A13,276,290
E01,S06,A12,1,13
E01,S06,A12,14,29
E01,S06,A12,30,47
E01,S06,A12,48,63
E01,S06,A12,64,81
E01,S06,A12,82,98
E01,S06,A12,99,115
E01,S06,A12,116,132
E01,S06,A12,133,149
E01,S06,A12,150,165
E01,S06,A12,166,184
E01,S06,A12,185,200
E01,S06,A12,201,216
E01,S06,A12,217,229
E01,S06,A12,230,246
E01,S06,A12,247,262
E01,S06,A12,263,277
E01,S06,A12,278,292
E01,S06,A20,1,18
E01,S06,A20,19,43
E01,S06,A20,44,67
E01,S06,A20,68,88
E01,S06,A20,89,112
E01,S06,A20,113,133
E01,S06,A20,134,156
E01,S06,A20,157,179
E01,S06,A20,180,202
E01,S06,A20,203,224
E01,S06,A20,225,249
E01,S06,A20,250,270
E01,S06,A20,271,292
E01,S06,A20,1,12
E01,S06,A20,13,37
E01,S06,A20,38,63
E01,S06,A20,64,85
E01,S06,A20,86,108
E01,S06,A20,109,133
E01,S06,A20,134,155
E01,S06,A20,156,177
E01,S06,A20,178,200
E01,S06,A20,201,225
E01,S06,A20,226,246
E01,S06,A20,247,270
E01,S06,A20,271,293
E01,S06,A22,1,16
E01,S06,A22,17,30
E01,S06,A22,31,46
E01,S06,A22,47,65
E01,S06,A22,66,85
E01,S06,A22,86,104
E01,S06,A22,105,123
E01,S06,A22,124,141
E01,S06,A22,142,163
E01,S06,A22,164,181
E01,S06,A22,182,197
E01,S06,A22,198,216
E01,S06,A22,217,234
E01,S06,A22,235,253
E01,S06,A22,254,272
E01,S06,A22,273,290
E01,S06,A22,1,27
E01,S06,A22,28,45
E01,S06,A22,46,62
E01,S06,A22,63,79
E01,S06,A22,80,97
E01,S06,A22,98,116
E01,S06,A22,117,138
E01,S06,A22,139,156
E01,S06,A22,157,175
E01,S06,A22,176,195
E01,S06,A22,196,212
E01,S06,A22,213,231
E01,S06,A22,232,247
E01,S06,A22,248,263
E01,S06,A22,264,282
E01,S07,A07,1,18
E01,S07,A07,19,46
E01,S07,A07,47,75
E01,S07,A07,76,101
E01,S07,A07,102,130
E01,S07,A07,131,157
E01,S07,A07,158,184
E01,S07,A07,185,211
E01,S07,A07,212,238
E01,S07,A07,239,268
E01,S07,A07,269,297
E01,S07,A07,1,18
E01,S07,A07,19,47
E01,S07,A07,48,75
E01,S07,A07,76,103
E01,S07,A07,104,131
E01,S07,A07,132,158
E01,S07,A07,159,187
E01,S07,A07,219,244
E01,S07,A07,245,269
E01,S07,A07,270,297
E01,S07,A09,11,28
E01,S07,A09,29,44
E01,S07,A09,45,62
E01,S07,A09,63,79
E01,S07,A09,80,95
E01,S07,A09,96,114
E01,S07,A09,115,132
E01,S07,A09,133,149
E01,S07,A09,150,167
E01,S07,A09,168,184
E01,S07,A09,185,200
E01,S07,A09,201,217
E01,S07,A09,218,235
E01,S07,A09,236,254
E01,S07,A09,255,269
E01,S07,A09,270,288
E01,S07,A09,1,13
E01,S07,A09,14,29
E01,S07,A09,30,50
E01,S07,A09,51,70
E01,S07,A09,71,91
E01,S07,A09,92,111
E01,S07,A09,112,131
E01,S07,A09,132,150
E01,S07,A09,151,169
E01,S07,A09,170,189
E01,S07,A09,190,208
E01,S07,A09,209,227
E01,S07,A09,228,245
E01,S07,A09,246,262
E01,S07,A09,263,280
E01,S07,A09,281,297
E01,S07,A07,1,15
E01,S07,A07,16,37
E01,S07,A07,38,59
E01,S07,A07,60,83
E01,S07,A07,84,107
E01,S07,A07,108,130
E01,S07,A07,131,154
E01,S07,A07,155,176
E01,S07,A07,177,197
E01,S07,A07,198,220
E01,S07,A07,221,245
E01,S07,A07,246,268
E01,S07,A07,269,293
E01,S07,A12,1,16
E01,S07,A12,17,38
E01,S07,A12,39,60
E01,S07,A12,61,78
E01,S07,A12,79,99
E01,S07,A12,100,117
E01,S07,A12,118,137
E01,S07,A12,138,157
E01,S07,A12,158,176
E01,S07,A12,177,196
E01,S07,A12,197,216
E01,S07,A12,217,235
E01,S07,A12,236,253
E01,S07,A12,254,272
E01,S07,A12,273,291
E01,S07,A13,12,29
E01,S07,A13,30,44
E01,S07,A13,45,62
E01,S07,A13,63,80
E01,S07,A13,81,100
E01,S07,A13,101,118
E01,S07,A13,119,136
E01,S07,A13,137,154
E01,S07,A13,155,171
E01,S07,A13,172,192
E01,S07,A13,193,209
E01,S07,A13,210,227
E01,S07,A13,228,244
E01,S07,A13,245,260
E01,S07,A13,261,282
E01,S07,A13,283,297
E01,S07,A13,1,13
E01,S07,A13,14,35
E01,S07,A13,36,55
E01,S07,A13,56,73
E01,S07,A13,74,92
E01,S07,A13,93,111
E01,S07,A13,112,126
E01,S07,A13,127,145
E01,S07,A13,146,165
E01,S07,A13,166,183
E01,S07,A13,184,201
E01,S07,A13,202,220
E01,S07,A13,221,238
E01,S07,A13,278,292
E01,S07,A09,1,21
E01,S07,A09,22,44
E01,S07,A09,45,70
E01,S07,A09,71,95
E01,S07,A09,96,120
E01,S07,A09,121,146
E01,S07,A09,147,172
E01,S07,A09,173,196
E01,S07,A09,197,222
E01,S07,A09,223,247
E01,S07,A09,248,272
E01,S07,A09,1,21
E01,S07,A09,22,41
E01,S07,A09,42,64
E01,S07,A09,65,86
E01,S07,A09,87,109
E01,S07,A09,110,130
E01,S07,A09,131,153
E01,S07,A09,154,175
E01,S07,A09,176,197
E01,S07,A09,198,221
E01,S07,A09,222,244
E01,S07,A09,245,267
E01,S07,A09,268,292
E01,S07,A13,6,17
E01,S07,A13,18,30
E01,S07,A13,31,44
E01,S07,A13,45,57
E01,S07,A13,58,70
E01,S07,A13,71,83
E01,S07,A13,84,96
E01,S07,A13,97,109
E01,S07,A13,110,121
E01,S07,A13,122,133
E01,S07,A13,134,145
E01,S07,A13,146,157
E01,S07,A13,158,170
E01,S07,A13,182,194
E01,S07,A13,195,206
E01,S07,A13,207,218
E01,S07,A13,219,230
E01,S07,A13,231,243
E01,S07,A13,244,255
E01,S07,A13,256,268
E01,S07,A13,269,281
E01,S07,A13,282,295
E01,S07,A13,1,17
E01,S07,A13,18,30
E01,S07,A13,31,43
E01,S07,A13,44,56
E01,S07,A13,57,69
E01,S07,A13,70,82
E01,S07,A13,83,96
E01,S07,A13,97,109
E01,S07,A13,110,121
E01,S07,A13,122,134
E01,S07,A13,135,147
E01,S07,A13,148,159
E01,S07,A13,160,172
E01,S07,A13,173,185
E01,S07,A13,186,200
E01,S07,A13,201,212
E01,S07,A13,213,225
E01,S07,A13,226,238
E01,S07,A13,239,252
E01,S07,A13,253,265
E01,S07,A13,266,279
E01,S07,A13,280,293
E01,S07,A12,1,12
E01,S07,A12,13,38
E01,S07,A12,39,61
E01,S07,A12,62,83
E01,S07,A12,84,106
E01,S07,A12,107,126
E01,S07,A12,127,148
E01,S07,A12,149,168
E01,S07,A12,169,190
E01,S07,A12,191,213
E01,S07,A12,214,233
E01,S07,A12,234,257
E01,S07,A12,258,283
E01,S07,A20,1,26
E01,S07,A20,27,51
E01,S07,A20,52,81
E01,S07,A20,82,108
E01,S07,A20,109,138
E01,S07,A20,139,167
E01,S07,A20,168,194
E01,S07,A20,195,222
E01,S07,A20,223,250
E01,S07,A20,251,277
E01,S07,A20,1,21
E01,S07,A20,22,51
E01,S07,A20,52,77
E01,S07,A20,78,102
E01,S07,A20,103,128
E01,S07,A20,129,156
E01,S07,A20,189,217
E01,S07,A20,218,246
E01,S07,A20,247,275
E01,S07,A22,1,13
E01,S07,A22,14,39
E01,S07,A22,40,61
E01,S07,A22,62,85
E01,S07,A22,86,109
E01,S07,A22,110,130
E01,S07,A22,131,155
E01,S07,A22,156,182
E01,S07,A22,183,206
E01,S07,A22,207,227
E01,S07,A22,228,253
E01,S07,A22,254,277
E01,S07,A22,278,297
E01,S07,A22,1,17
E01,S07,A22,18,39
E01,S07,A22,40,60
E01,S07,A22,61,82
E01,S07,A22,83,104
E01,S07,A22,105,130
E01,S07,A22,131,154
E01,S07,A22,155,176
E01,S07,A22,177,205
E01,S07,A22,206,231
E01,S07,A22,232,253
E01,S07,A22,254,280
E01,S08,A07,1,21
E01,S08,A07,22,48
E01,S08,A07,49,75
E01,S08,A07,76,101
E01,S08,A07,102,127
E01,S08,A07,128,152
E01,S08,A07,153,177
E01,S08,A07,178,202
E01,S08,A07,203,226
E01,S08,A07,227,254
E01,S08,A07,255,278
E01,S08,A07,1,18
E01,S08,A07,19,44
E01,S08,A07,45,71
E01,S08,A07,72,96
E01,S08,A07,97,121
E01,S08,A07,122,147
E01,S08,A07,148,173
E01,S08,A07,174,197
E01,S08,A07,198,222
E01,S08,A07,223,248
E01,S08,A07,249,272
E01,S08,A09,1,19
E01,S08,A09,20,44
E01,S08,A09,45,68
E01,S08,A09,69,92
E01,S08,A09,93,117
E01,S08,A09,118,141
E01,S08,A09,142,165
E01,S08,A09,166,187
E01,S08,A09,188,213
E01,S08,A09,214,237
E01,S08,A09,238,261
E01,S08,A09,1,18
E01,S08,A09,19,44
E01,S08,A09,45,70
E01,S08,A09,71,97
E01,S08,A09,98,122
E01,S08,A09,123,149
E01,S08,A09,150,174
E01,S08,A09,175,200
E01,S08,A09,201,228
E01,S08,A09,229,255
E01,S08,A09,256,281
E01,S08,A07,1,23
E01,S08,A07,24,50
E01,S08,A07,51,78
E01,S08,A07,79,105
E01,S08,A07,106,132
E01,S08,A07,133,158
E01,S08,A07,159,184
E01,S08,A07,185,211
E01,S08,A07,212,238
E01,S08,A07,239,266
E01,S08,A07,267,291
E01,S08,A12,1,18
E01,S08,A12,19,45
E01,S08,A12,46,73
E01,S08,A12,74,97
E01,S08,A12,98,124
E01,S08,A12,125,146
E01,S08,A12,147,169
E01,S08,A12,170,195
E01,S08,A12,196,224
E01,S08,A12,225,248
E01,S08,A12,249,273
E01,S08,A13,1,16
E01,S08,A13,17,35
E01,S08,A13,36,57
E01,S08,A13,58,80
E01,S08,A13,81,101
E01,S08,A13,102,122
E01,S08,A13,123,145
E01,S08,A13,146,166
E01,S08,A13,167,187
E01,S08,A13,188,207
E01,S08,A13,208,227
E01,S08,A13,228,249
E01,S08,A13,250,270
E01,S08,A13,271,291
E01,S08,A13,1,17
E01,S08,A13,18,40
E01,S08,A13,41,60
E01,S08,A13,61,83
E01,S08,A13,84,104
E01,S08,A13,105,126
E01,S08,A13,127,148
E01,S08,A13,149,169
E01,S08,A13,170,188
E01,S08,A13,189,209
E01,S08,A13,210,229
E01,S08,A13,230,250
E01,S08,A13,251,270
E01,S08,A13,271,290
E01,S08,A09,1,28
E01,S08,A09,60,89
E01,S08,A09,90,119
E01,S08,A09,151,178
E01,S08,A09,179,207
E01,S08,A09,208,236
E01,S08,A09,237,264
E01,S08,A09,265,293
E01,S08,A09,1,23
E01,S08,A09,24,51
E01,S08,A09,52,79
E01,S08,A09,80,107
E01,S08,A09,108,136
E01,S08,A09,137,164
E01,S08,A09,165,193
E01,S08,A09,194,223
E01,S08,A09,224,252
E01,S08,A09,253,282
E01,S08,A13,5,22
E01,S08,A13,23,38
E01,S08,A13,39,54
E01,S08,A13,55,71
E01,S08,A13,72,88
E01,S08,A13,89,103
E01,S08,A13,104,120
E01,S08,A13,121,136
E01,S08,A13,137,151
E01,S08,A13,152,168
E01,S08,A13,169,184
E01,S08,A13,185,200
E01,S08,A13,201,216
E01,S08,A13,217,231
E01,S08,A13,232,248
E01,S08,A13,249,263
E01,S08,A13,264,279
E01,S08,A13,280,294
E01,S08,A13,1,21
E01,S08,A13,22,40
E01,S08,A13,41,59
E01,S08,A13,60,78
E01,S08,A13,79,96
E01,S08,A13,97,114
E01,S08,A13,115,134
E01,S08,A13,135,152
E01,S08,A13,153,170
E01,S08,A13,171,191
E01,S08,A13,192,209
E01,S08,A13,210,227
E01,S08,A13,228,246
E01,S08,A13,247,264
E01,S08,A13,265,282
E01,S08,A12,1,20
E01,S08,A12,21,44
E01,S08,A12,45,64
E01,S08,A12,65,87
E01,S08,A12,88,110
E01,S08,A12,111,132
E01,S08,A12,133,154
E01,S08,A12,155,175
E01,S08,A12,176,196
E01,S08,A12,197,217
E01,S08,A12,218,237
E01,S08,A12,238,260
E01,S08,A12,261,281
E01,S08,A20,1,25
E01,S08,A20,26,53
E01,S08,A20,54,83
E01,S08,A20,84,110
E01,S08,A20,111,137
E01,S08,A20,138,164
E01,S08,A20,165,191
E01,S08,A20,192,220
E01,S08,A20,221,249
E01,S08,A20,250,277
E01,S08,A20,1,21
E01,S08,A20,22,50
E01,S08,A20,82,109
E01,S08,A20,141,170
E01,S08,A20,171,200
E01,S08,A20,201,229
E01,S08,A22,1,18
E01,S08,A22,19,42
E01,S08,A22,43,66
E01,S08,A22,67,90
E01,S08,A22,91,115
E01,S08,A22,116,139
E01,S08,A22,140,166
E01,S08,A22,167,193
E01,S08,A22,194,218
E01,S08,A22,219,243
E01,S08,A22,244,268
E01,S08,A22,269,293
E01,S08,A22,1,18
E01,S08,A22,19,44
E01,S08,A22,45,69
E01,S08,A22,70,96
E01,S08,A22,97,123
E01,S08,A22,124,150
E01,S08,A22,151,179
E01,S08,A22,180,205
E01,S08,A22,206,232
E01,S08,A22,233,256
E01,S08,A22,257,281
E01,S09,A07,1,23
E01,S09,A07,24,51
E01,S09,A07,52,79
E01,S09,A07,80,108
E01,S09,A07,109,138
E01,S09,A07,170,198
E01,S09,A07,199,227
E01,S09,A07,228,256
E01,S09,A07,257,284
E01,S09,A07,1,20
E01,S09,A07,21,49
E01,S09,A07,50,77
E01,S09,A07,78,104
E01,S09,A07,105,134
E01,S09,A07,135,163
E01,S09,A07,164,191
E01,S09,A07,192,219
E01,S09,A07,220,249
E01,S09,A07,250,279
E01,S09,A09,1,22
E01,S09,A09,23,39
E01,S09,A09,40,54
E01,S09,A09,55,70
E01,S09,A09,71,86
E01,S09,A09,87,103
E01,S09,A09,104,119
E01,S09,A09,120,136
E01,S09,A09,137,150
E01,S09,A09,151,166
E01,S09,A09,167,183
E01,S09,A09,184,200
E01,S09,A09,201,218
E01,S09,A09,219,233
E01,S09,A09,234,249
E01,S09,A09,250,266
E01,S09,A09,267,283
E01,S09,A09,7,24
E01,S09,A09,25,41
E01,S09,A09,42,58
E01,S09,A09,59,76
E01,S09,A09,77,93
E01,S09,A09,94,110
E01,S09,A09,111,126
E01,S09,A09,127,142
E01,S09,A09,143,159
E01,S09,A09,160,175
E01,S09,A09,176,191
E01,S09,A09,192,208
E01,S09,A09,209,225
E01,S09,A09,226,242
E01,S09,A09,243,259
E01,S09,A09,260,283
E01,S09,A07,1,22
E01,S09,A12,12,30
E01,S09,A12,31,49
E01,S09,A12,50,69
E01,S09,A12,70,90
E01,S09,A12,91,109
E01,S09,A12,110,128
E01,S09,A12,129,149
E01,S09,A12,150,168
E01,S09,A12,169,187
E01,S09,A12,188,207
E01,S09,A12,208,225
E01,S09,A12,226,244
E01,S09,A12,245,262
E01,S09,A12,263,280
E01,S09,A13,9,28
E01,S09,A13,29,47
E01,S09,A13,48,67
E01,S09,A13,68,87
E01,S09,A13,88,108
E01,S09,A13,109,127
E01,S09,A13,128,147
E01,S09,A13,148,168
E01,S09,A13,169,190
E01,S09,A13,191,210
E01,S09,A13,211,231
E01,S09,A13,232,252
E01,S09,A13,253,272
E01,S09,A13,273,293
E01,S09,A13,1,16
E01,S09,A13,17,36
E01,S09,A13,37,61
E01,S09,A13,62,84
E01,S09,A13,85,109
E01,S09,A13,110,134
E01,S09,A13,135,158
E01,S09,A13,159,181
E01,S09,A13,182,205
E01,S09,A13,206,229
E01,S09,A13,230,253
E01,S09,A13,254,278
E01,S09,A09,1,12
E01,S09,A09,13,35
E01,S09,A09,36,57
E01,S09,A09,58,80
E01,S09,A09,81,102
E01,S09,A09,103,125
E01,S09,A09,126,147
E01,S09,A09,148,172
E01,S09,A09,173,195
E01,S09,A09,196,218
E01,S09,A09,219,241
E01,S09,A09,242,265
E01,S09,A09,266,289
E01,S09,A09,1,13
E01,S09,A09,14,36
E01,S09,A09,37,59
E01,S09,A09,60,81
E01,S09,A09,82,102
E01,S09,A09,103,124
E01,S09,A09,125,146
E01,S09,A09,147,169
E01,S09,A09,170,192
E01,S09,A09,193,214
E01,S09,A09,215,236
E01,S09,A09,237,259
E01,S09,A09,260,283
E01,S09,A13,4,16
E01,S09,A13,17,29
E01,S09,A13,30,43
E01,S09,A13,44,57
E01,S09,A13,58,69
E01,S09,A13,70,83
E01,S09,A13,84,97
E01,S09,A13,98,110
E01,S09,A13,111,124
E01,S09,A13,125,138
E01,S09,A13,139,152
E01,S09,A13,153,165
E01,S09,A13,166,179
E01,S09,A13,180,192
E01,S09,A13,193,206
E01,S09,A13,207,221
E01,S09,A13,222,234
E01,S09,A13,235,247
E01,S09,A13,248,261
E01,S09,A13,262,276
E01,S09,A13,277,290
E01,S09,A13,12,26
E01,S09,A13,27,40
E01,S09,A13,41,57
E01,S09,A13,58,73
E01,S09,A13,74,88
E01,S09,A13,89,104
E01,S09,A13,105,118
E01,S09,A13,119,134
E01,S09,A13,135,148
E01,S09,A13,149,163
E01,S09,A13,164,178
E01,S09,A13,179,192
E01,S09,A13,193,206
E01,S09,A13,207,221
E01,S09,A13,222,235
E01,S09,A13,236,250
E01,S09,A13,251,265
E01,S09,A13,266,280
E01,S09,A13,281,294
E01,S09,A12,1,20
E01,S09,A12,21,38
E01,S09,A12,39,55
E01,S09,A12,56,73
E01,S09,A12,74,90
E01,S09,A12,91,107
E01,S09,A12,108,125
E01,S09,A12,126,143
E01,S09,A12,144,159
E01,S09,A12,160,176
E01,S09,A12,177,192
E01,S09,A12,193,208
E01,S09,A12,209,225
E01,S09,A12,226,242
E01,S09,A12,243,259
E01,S09,A12,260,277
E01,S09,A12,278,292
E01,S09,A20,1,13
E01,S09,A20,14,37
E01,S09,A20,38,61
E01,S09,A20,62,83
E01,S09,A20,84,108
E01,S09,A20,109,132
E01,S09,A20,133,156
E01,S09,A20,157,180
E01,S09,A20,181,204
E01,S09,A20,205,226
E01,S09,A20,227,248
E01,S09,A20,249,273
E01,S09,A20,1,16
E01,S09,A20,17,39
E01,S09,A20,40,63
E01,S09,A20,64,86
E01,S09,A20,87,109
E01,S09,A20,110,131
E01,S09,A20,132,153
E01,S09,A20,154,176
E01,S09,A20,177,199
E01,S09,A20,200,222
E01,S09,A20,223,246
E01,S09,A20,247,267
E01,S09,A20,268,290
E01,S09,A22,1,14
E01,S09,A22,15,34
E01,S09,A22,35,54
E01,S09,A22,95,115
E01,S09,A22,116,135
E01,S09,A22,136,155
E01,S09,A22,156,175
E01,S09,A22,176,195
E01,S09,A22,196,215
E01,S09,A22,216,235
E01,S09,A22,236,255
E01,S09,A22,256,275
E01,S09,A22,276,295
E01,S09,A22,1,14
E01,S09,A22,15,34
E01,S09,A22,35,58
E01,S09,A22,59,83
E01,S09,A22,84,104
E01,S09,A22,105,127
E01,S09,A22,128,150
E01,S09,A22,151,173
E01,S09,A22,174,195
E01,S09,A22,196,218
E01,S09,A22,219,243
E01,S09,A22,244,265
E01,S09,A22,266,290
E01,S10,A07,1,18
E01,S10,A07,19,43
E01,S10,A07,44,73
E01,S10,A07,74,98
E01,S10,A07,99,126
E01,S10,A07,127,153
E01,S10,A07,154,178
E01,S10,A07,179,202
E01,S10,A07,203,227
E01,S10,A07,228,252
E01,S10,A07,253,276
E01,S10,A07,1,21
E01,S10,A07,22,42
E01,S10,A07,43,65
E01,S10,A07,66,85
E01,S10,A07,86,107
E01,S10,A07,108,130
E01,S10,A07,131,153
E01,S10,A07,154,173
E01,S10,A07,174,194
E01,S10,A07,195,215
E01,S10,A07,216,235
E01,S10,A07,236,254
E01,S10,A07,255,275
E01,S10,A07,276,296
E01,S10,A09,1,14
E01,S10,A09,15,29
E01,S10,A09,30,43
E01,S10,A09,44,58
E01,S10,A09,59,72
E01,S10,A09,73,87
E01,S10,A09,88,102
E01,S10,A09,103,116
E01,S10,A09,117,131
E01,S10,A09,132,145
E01,S10,A09,146,160
E01,S10,A09,161,174
E01,S10,A09,175,190
E01,S10,A09,191,205
E01,S10,A09,206,220
E01,S10,A09,221,236
E01,S10,A09,237,250
E01,S10,A09,251,265
E01,S10,A09,266,280
E01,S10,A09,281,295
E01,S10,A09,9,23
E01,S10,A09,24,40
E01,S10,A09,41,56
E01,S10,A09,90,104
E01,S10,A09,105,120
E01,S10,A09,121,135
E01,S10,A09,136,152
E01,S10,A09,153,168
E01,S10,A09,169,186
E01,S10,A09,187,200
E01,S10,A09,201,216
E01,S10,A09,217,233
E01,S10,A09,234,249
E01,S10,A09,250,264
E01,S10,A09,265,280
E01,S10,A09,281,296
E01,S10,A07,1,16
E01,S10,A07,17,39
E01,S10,A07,40,61
E01,S10,A07,62,84
E01,S10,A07,85,107
E01,S10,A07,108,131
E01,S10,A07,132,154
E01,S10,A07,155,178
E01,S10,A07,179,200
E01,S10,A07,201,224
E01,S10,A07,225,247
E01,S10,A07,248,270
E01,S10,A07,271,294
E01,S10,A12,9,30
E01,S10,A12,31,51
E01,S10,A12,52,73
E01,S10,A12,74,96
E01,S10,A12,97,118
E01,S10,A12,119,140
E01,S10,A12,141,162
E01,S10,A12,213,236
E01,S10,A12,237,260
E01,S10,A12,261,284
E01,S10,A13,6,23
E01,S10,A13,24,42
