Environment,Subject,Action,Start,End
E01,S07,A04,1,17
E01,S07,A04,18,33
E01,S07,A04,34,51
E01,S07,A04,52,69
E01,S07,A04,70,88
E01,S07,A04,89,106
E01,S07,A04,107,126
E01,S07,A04,127,144
E01,S07,A04,145,162
E01,S07,A04,163,181
E01,S07,A04,182,200
E01,S07,A04,201,218
E01,S07,A04,219,238
E01,S07,A04,239,259
E01,S07,A04,260,278
E01,S07,A04,279,296
E01,S07,A05,1,27
E01,S07,A05,28,45
E01,S07,A05,46,66
E01,S07,A05,67,84
E01,S07,A05,85,105
E01,S07,A05,106,124
E01,S07,A05,125,142
E01,S07,A05,143,162
E01,S07,A05,163,180
E01,S07,A05,181,199
E01,S07,A05,200,217
E01,S07,A05,218,238
E01,S07,A05,239,259
E01,S07,A05,260,279
E01,S07,A05,280,297
E01,S07,A06,1,10
E01,S07,A06,11,22
E01,S07,A06,23,32
E01,S07,A06,33,44
E01,S07,A06,45,54
E01,S07,A06,55,66
E01,S07,A06,67,76
E01,S07,A06,77,87
E01,S07,A06,88,98
E01,S07,A06,99,109
E01,S07,A06,110,119
E01,S07,A06,120,130
E01,S07,A06,131,141
E01,S07,A06,142,152
E01,S07,A06,153,163
E01,S07,A06,164,174
E01,S07,A06,175,184
E01,S07,A06,185,195
E01,S07,A06,196,206
E01,S07,A06,207,217
E01,S07,A06,218,227
E01,S07,A06,228,238
E01,S07,A06,239,249
E01,S07,A06,250,260
E01,S07,A06,261,271
E01,S07,A06,272,282
E01,S07,A06,283,293
E01,S07,A07,1,18
E01,S07,A07,19,46
E01,S07,A07,47,75
E01,S07,A07,76,101
E01,S07,A07,102,130
E01,S07,A07,131,157
E01,S07,A07,158,184
E01,S07,A07,185,211
E01,S07,A07,212,238
E01,S07,A07,239,268
E01,S07,A07,269,297
E01,S07,A08,1,18
E01,S07,A08,19,47
E01,S07,A08,48,75
E01,S07,A08,76,103
E01,S07,A08,104,131
E01,S07,A08,132,158
E01,S07,A08,159,187
E01,S07,A08,188,218
E01,S07,A08,219,244
E01,S07,A08,245,269
E01,S07,A08,270,297
E01,S07,A09,1,10
E01,S07,A09,11,28
E01,S07,A09,29,44
E01,S07,A09,45,62
E01,S07,A09,63,79
E01,S07,A09,80,95
E01,S07,A09,96,114
E01,S07,A09,115,132
E01,S07,A09,133,149
E01,S07,A09,150,167
E01,S07,A09,168,184
E01,S07,A09,185,200
E01,S07,A09,201,217
E01,S07,A09,218,235
E01,S07,A09,236,254
E01,S07,A09,255,269
E01,S07,A09,270,288
E01,S07,A10,1,13
E01,S07,A10,14,29
E01,S07,A10,30,50
E01,S07,A10,51,70
E01,S07,A10,71,91
E01,S07,A10,92,111
E01,S07,A10,112,131
E01,S07,A10,132,150
E01,S07,A10,151,169
E01,S07,A10,170,189
E01,S07,A10,190,208
E01,S07,A10,209,227
E01,S07,A10,228,245
E01,S07,A10,246,262
E01,S07,A10,263,280
E01,S07,A10,281,297
E01,S07,A11,1,15
E01,S07,A11,16,37
E01,S07,A11,38,59
E01,S07,A11,60,83
E01,S07,A11,84,107
E01,S07,A11,108,130
E01,S07,A11,131,154
E01,S07,A11,155,176
E01,S07,A11,177,197
E01,S07,A11,198,220
E01,S07,A11,221,245
E01,S07,A11,246,268
E01,S07,A11,269,293
E01,S07,A12,1,16
E01,S07,A12,17,38
E01,S07,A12,39,60
E01,S07,A12,61,78
E01,S07,A12,79,99
E01,S07,A12,100,117
E01,S07,A12,118,137
E01,S07,A12,138,157
E01,S07,A12,158,176
E01,S07,A12,177,196
E01,S07,A12,197,216
E01,S07,A12,217,235
E01,S07,A12,236,253
E01,S07,A12,254,272
E01,S07,A12,273,291
E01,S07,A13,1,11
E01,S07,A13,12,29
E01,S07,A13,30,44
E01,S07,A13,45,62
E01,S07,A13,63,80
E01,S07,A13,81,100
E01,S07,A13,101,118
E01,S07,A13,119,136
E01,S07,A13,137,154
E01,S07,A13,155,171
E01,S07,A13,172,192
E01,S07,A13,193,209
E01,S07,A13,210,227
E01,S07,A13,228,244
E01,S07,A13,245,260
E01,S07,A13,261,282
E01,S07,A13,283,297
E01,S07,A14,1,13
E01,S07,A14,14,35
E01,S07,A14,36,55
E01,S07,A14,56,73
E01,S07,A14,74,92
E01,S07,A14,93,111
E01,S07,A14,112,126
E01,S07,A14,127,145
E01,S07,A14,146,165
E01,S07,A14,166,183
E01,S07,A14,184,201
E01,S07,A14,202,220
E01,S07,A14,221,238
E01,S07,A14,239,277
E01,S07,A14,278,292
E01,S07,A15,1,21
E01,S07,A15,22,44
E01,S07,A15,45,70
E01,S07,A15,71,95
E01,S07,A15,96,120
E01,S07,A15,121,146
E01,S07,A15,147,172
E01,S07,A15,173,196
E01,S07,A15,197,222
E01,S07,A15,223,247
E01,S07,A15,248,272
E01,S07,A16,1,21
E01,S07,A16,22,41
E01,S07,A16,42,64
E01,S07,A16,65,86
E01,S07,A16,87,109
E01,S07,A16,110,130
E01,S07,A16,131,153
E01,S07,A16,154,175
E01,S07,A16,176,197
E01,S07,A16,198,221
E01,S07,A16,222,244
E01,S07,A16,245,267
E01,S07,A16,268,292
E01,S07,A17,1,5
E01,S07,A17,6,17
E01,S07,A17,18,30
E01,S07,A17,31,44
E01,S07,A17,45,57
E01,S07,A17,58,70
E01,S07,A17,71,83
E01,S07,A17,84,96
E01,S07,A17,97,109
E01,S07,A17,110,121
E01,S07,A17,122,133
E01,S07,A17,134,145
E01,S07,A17,146,157
E01,S07,A17,158,170
E01,S07,A17,171,181
E01,S07,A17,182,194
E01,S07,A17,195,206
E01,S07,A17,207,218
E01,S07,A17,219,230
E01,S07,A17,231,243
E01,S07,A17,244,255
E01,S07,A17,256,268
E01,S07,A17,269,281
E01,S07,A17,282,295
E01,S07,A18,1,17
E01,S07,A18,18,30
E01,S07,A18,31,43
E01,S07,A18,44,56
E01,S07,A18,57,69
E01,S07,A18,70,82
E01,S07,A18,83,96
E01,S07,A18,97,109
E01,S07,A18,110,121
E01,S07,A18,122,134
E01,S07,A18,135,147
E01,S07,A18,148,159
E01,S07,A18,160,172
E01,S07,A18,173,185
E01,S07,A18,186,200
E01,S07,A18,201,212
E01,S07,A18,213,225
E01,S07,A18,226,238
E01,S07,A18,239,252
E01,S07,A18,253,265
E01,S07,A18,266,279
E01,S07,A18,280,293
E01,S07,A19,1,12
E01,S07,A19,13,38
E01,S07,A19,39,61
E01,S07,A19,62,83
E01,S07,A19,84,106
E01,S07,A19,107,126
E01,S07,A19,127,148
E01,S07,A19,149,168
E01,S07,A19,169,190
E01,S07,A19,191,213
E01,S07,A19,214,233
E01,S07,A19,234,257
E01,S07,A19,258,283
E01,S07,A20,1,26
E01,S07,A20,27,51
E01,S07,A20,52,81
E01,S07,A20,82,108
E01,S07,A20,109,138
E01,S07,A20,139,167
E01,S07,A20,168,194
E01,S07,A20,195,222
E01,S07,A20,223,250
E01,S07,A20,251,277
E01,S07,A21,1,21
E01,S07,A21,22,51
E01,S07,A21,52,77
E01,S07,A21,78,102
E01,S07,A21,103,128
E01,S07,A21,129,156
E01,S07,A21,157,188
E01,S07,A21,189,217
E01,S07,A21,218,246
E01,S07,A21,247,275
E01,S07,A22,1,13
E01,S07,A22,14,39
E01,S07,A22,40,61
E01,S07,A22,62,85
E01,S07,A22,86,109
E01,S07,A22,110,130
E01,S07,A22,131,155
E01,S07,A22,156,182
E01,S07,A22,183,206
E01,S07,A22,207,227
E01,S07,A22,228,253
E01,S07,A22,254,277
E01,S07,A22,278,297
E01,S07,A23,1,17
E01,S07,A23,18,39
E01,S07,A23,40,60
E01,S07,A23,61,82
E01,S07,A23,83,104
E01,S07,A23,105,130
E01,S07,A23,131,154
E01,S07,A23,155,176
E01,S07,A23,177,205
E01,S07,A23,206,231
E01,S07,A23,232,253
E01,S07,A23,254,280
E01,S07,A24,1,14
E01,S07,A24,15,36
E01,S07,A24,37,58
E01,S07,A24,59,80
E01,S07,A24,81,99
E01,S07,A24,100,117
E01,S07,A24,118,135
E01,S07,A24,136,153
E01,S07,A24,154,171
E01,S07,A24,172,190
E01,S07,A24,191,209
E01,S07,A24,210,227
E01,S07,A24,228,246
E01,S07,A24,247,264
E01,S07,A24,265,283
E01,S07,A25,1,15
E01,S07,A25,16,34
E01,S07,A25,35,50
E01,S07,A25,51,71
E01,S07,A25,72,89
E01,S07,A25,90,109
E01,S07,A25,110,128
E01,S07,A25,129,146
E01,S07,A25,147,167
E01,S07,A25,168,186
E01,S07,A25,187,204
E01,S07,A25,205,221
E01,S07,A25,222,239
E01,S07,A25,240,257
E01,S07,A25,258,275
E01,S07,A25,276,293
E01,S07,A26,1,10
E01,S07,A26,11,23
E01,S07,A26,24,35
E01,S07,A26,36,48
E01,S07,A26,49,62
E01,S07,A26,63,77
E01,S07,A26,78,91
E01,S07,A26,92,105
E01,S07,A26,106,120
E01,S07,A26,121,135
E01,S07,A26,136,149
E01,S07,A26,150,165
E01,S07,A26,166,180
E01,S07,A26,181,195
E01,S07,A26,196,209
E01,S07,A26,210,224
E01,S07,A26,225,239
E01,S07,A26,240,254
E01,S07,A26,255,268
E01,S07,A26,269,284
E01,S07,A27,1,19
E01,S07,A27,20,38
E01,S07,A27,39,59
E01,S07,A27,60,84
E01,S07,A27,85,105
E01,S07,A27,106,131
E01,S07,A27,132,151
E01,S07,A27,152,176
E01,S07,A27,177,196
E01,S07,A27,197,221
E01,S07,A27,222,243
E01,S07,A27,244,266
E01,S07,A27,267,292
E01,S08,A01,1,12
E01,S08,A01,13,21
E01,S08,A01,22,31
E01,S08,A01,32,41
E01,S08,A01,42,52
E01,S08,A01,53,63
E01,S08,A01,64,72
E01,S08,A01,73,84
E01,S08,A01,85,93
E01,S08,A01,94,102
E01,S08,A01,103,114
E01,S08,A01,115,124
E01,S08,A01,125,133
E01,S08,A01,134,142
E01,S08,A01,143,154
E01,S08,A01,155,164
E01,S08,A01,165,176
E01,S08,A01,177,186
E01,S08,A01,187,194
E01,S08,A01,195,204
E01,S08,A01,205,215
E01,S08,A01,216,225
E01,S08,A01,226,236
E01,S08,A01,237,248
E01,S08,A01,249,257
E01,S08,A01,258,268
E01,S08,A01,269,279
E01,S08,A01,280,290
E01,S08,A02,1,23
E01,S08,A02,24,51
E01,S08,A02,52,77
E01,S08,A02,78,103
E01,S08,A02,104,129
E01,S08,A02,130,156
E01,S08,A02,157,182
E01,S08,A02,183,209
E01,S08,A02,210,235
E01,S08,A02,236,261
E01,S08,A02,262,287
E01,S08,A03,1,24
E01,S08,A03,25,49
E01,S08,A03,50,75
E01,S08,A03,76,102
E01,S08,A03,103,128
E01,S08,A03,129,156
E01,S08,A03,157,184
E01,S08,A03,185,211
E01,S08,A03,212,238
E01,S08,A03,239,266
E01,S08,A03,267,293
E01,S08,A04,1,21
E01,S08,A04,22,40
E01,S08,A04,41,59
E01,S08,A04,60,77
E01,S08,A04,78,97
E01,S08,A04,98,115
E01,S08,A04,116,133
E01,S08,A04,134,152
E01,S08,A04,153,170
E01,S08,A04,171,187
E01,S08,A04,188,205
E01,S08,A04,206,223
E01,S08,A04,224,242
E01,S08,A04,243,260
E01,S08,A04,261,278
E01,S08,A05,1,12
E01,S08,A05,13,30
E01,S08,A05,31,49
E01,S08,A05,50,66
E01,S08,A05,67,84
E01,S08,A05,85,101
E01,S08,A05,102,119
E01,S08,A05,120,138
E01,S08,A05,139,155
E01,S08,A05,156,171
E01,S08,A05,172,189
E01,S08,A05,190,206
E01,S08,A05,207,223
E01,S08,A05,224,240
E01,S08,A05,241,257
E01,S08,A05,258,273
E01,S08,A05,274,290
E01,S08,A06,1,13
E01,S08,A06,14,25
E01,S08,A06,26,37
E01,S08,A06,38,48
E01,S08,A06,49,61
E01,S08,A06,62,73
E01,S08,A06,74,85
E01,S08,A06,86,97
E01,S08,A06,98,109
E01,S08,A06,110,121
E01,S08,A06,122,134
E01,S08,A06,135,146
E01,S08,A06,147,158
E01,S08,A06,159,171
E01,S08,A06,172,183
E01,S08,A06,184,194
E01,S08,A06,195,207
E01,S08,A06,208,219
E01,S08,A06,220,230
E01,S08,A06,231,243
E01,S08,A06,244,254
E01,S08,A06,255,266
E01,S08,A06,267,278
E01,S08,A06,279,289
E01,S08,A07,1,21
E01,S08,A07,22,48
E01,S08,A07,49,75
E01,S08,A07,76,101
E01,S08,A07,102,127
E01,S08,A07,128,152
E01,S08,A07,153,177
E01,S08,A07,178,202
E01,S08,A07,203,226
E01,S08,A07,227,254
E01,S08,A07,255,278
E01,S08,A08,1,18
E01,S08,A08,19,44
E01,S08,A08,45,71
E01,S08,A08,72,96
E01,S08,A08,97,121
E01,S08,A08,122,147
E01,S08,A08,148,173
E01,S08,A08,174,197
E01,S08,A08,198,222
E01,S08,A08,223,248
E01,S08,A08,249,272
E01,S08,A09,1,19
E01,S08,A09,20,44
E01,S08,A09,45,68
E01,S08,A09,69,92
E01,S08,A09,93,117
E01,S08,A09,118,141
E01,S08,A09,142,165
E01,S08,A09,166,187
E01,S08,A09,188,213
E01,S08,A09,214,237
E01,S08,A09,238,261
E01,S08,A09,262,292
E01,S08,A10,1,18
E01,S08,A10,19,44
E01,S08,A10,45,70
E01,S08,A10,71,97
E01,S08,A10,98,122
E01,S08,A10,123,149
E01,S08,A10,150,174
E01,S08,A10,175,200
E01,S08,A10,201,228
E01,S08,A10,229,255
E01,S08,A10,256,281
E01,S08,A11,1,23
E01,S08,A11,24,50
E01,S08,A11,51,78
E01,S08,A11,79,105
E01,S08,A11,106,132
E01,S08,A11,133,158
E01,S08,A11,159,184
E01,S08,A11,185,211
E01,S08,A11,212,238
E01,S08,A11,239,266
E01,S08,A11,267,291
E01,S08,A12,1,18
E01,S08,A12,19,45
E01,S08,A12,46,73
E01,S08,A12,74,97
E01,S08,A12,98,124
E01,S08,A12,125,146
E01,S08,A12,147,169
E01,S08,A12,170,195
E01,S08,A12,196,224
E01,S08,A12,225,248
E01,S08,A12,249,273
E01,S08,A13,1,16
E01,S08,A13,17,35
E01,S08,A13,36,57
E01,S08,A13,58,80
E01,S08,A13,81,101
E01,S08,A13,102,122
E01,S08,A13,123,145
E01,S08,A13,146,166
E01,S08,A13,167,187
E01,S08,A13,188,207
E01,S08,A13,208,227
E01,S08,A13,228,249
E01,S08,A13,250,270
E01,S08,A13,271,291
E01,S08,A14,1,17
E01,S08,A14,18,40
E01,S08,A14,41,60
E01,S08,A14,61,83
E01,S08,A14,84,104
E01,S08,A14,105,126
E01,S08,A14,127,148
E01,S08,A14,149,169
E01,S08,A14,170,188
E01,S08,A14,189,209
E01,S08,A14,210,229
E01,S08,A14,230,250
E01,S08,A14,251,270
E01,S08,A14,271,290
E01,S08,A15,1,28
E01,S08,A15,29,59
E01,S08,A15,60,89
E01,S08,A15,90,119
E01,S08,A15,120,150
E01,S08,A15,151,178
E01,S08,A15,179,207
E01,S08,A15,208,236
E01,S08,A15,237,264
E01,S08,A15,265,293
E01,S08,A16,1,23
E01,S08,A16,24,51
E01,S08,A16,52,79
E01,S08,A16,80,107
E01,S08,A16,108,136
E01,S08,A16,137,164
E01,S08,A16,165,193
E01,S08,A16,194,223
E01,S08,A16,224,252
E01,S08,A16,253,282
E01,S08,A17,1,4
E01,S08,A17,5,22
E01,S08,A17,23,38
E01,S08,A17,39,54
E01,S08,A17,55,71
E01,S08,A17,72,88
E01,S08,A17,89,103
E01,S08,A17,104,120
E01,S08,A17,121,136
E01,S08,A17,137,151
E01,S08,A17,152,168
E01,S08,A17,169,184
E01,S08,A17,185,200
E01,S08,A17,201,216
E01,S08,A17,217,231
E01,S08,A17,232,248
E01,S08,A17,249,263
E01,S08,A17,264,279
E01,S08,A17,280,294
E01,S08,A18,1,21
E01,S08,A18,22,40
E01,S08,A18,41,59
E01,S08,A18,60,78
E01,S08,A18,79,96
E01,S08,A18,97,114
E01,S08,A18,115,134
E01,S08,A18,135,152
E01,S08,A18,153,170
E01,S08,A18,171,191
E01,S08,A18,192,209
E01,S08,A18,210,227
E01,S08,A18,228,246
E01,S08,A18,247,264
E01,S08,A18,265,282
E01,S08,A19,1,20
E01,S08,A19,21,44
E01,S08,A19,45,64
E01,S08,A19,65,87
E01,S08,A19,88,110
E01,S08,A19,111,132
E01,S08,A19,133,154
E01,S08,A19,155,175
E01,S08,A19,176,196
E01,S08,A19,197,217
E01,S08,A19,218,237
E01,S08,A19,238,260
E01,S08,A19,261,281
E01,S08,A20,1,25
E01,S08,A20,26,53
E01,S08,A20,54,83
E01,S08,A20,84,110
E01,S08,A20,111,137
E01,S08,A20,138,164
E01,S08,A20,165,191
E01,S08,A20,192,220
E01,S08,A20,221,249
E01,S08,A20,250,277
E01,S08,A21,1,21
E01,S08,A21,22,50
E01,S08,A21,51,81
E01,S08,A21,82,109
E01,S08,A21,110,140
E01,S08,A21,141,170
E01,S08,A21,171,200
E01,S08,A21,201,229
E01,S08,A21,230,260
E01,S08,A22,1,18
E01,S08,A22,19,42
E01,S08,A22,43,66
E01,S08,A22,67,90
E01,S08,A22,91,115
E01,S08,A22,116,139
E01,S08,A22,140,166
E01,S08,A22,167,193
E01,S08,A22,194,218
E01,S08,A22,219,243
E01,S08,A22,244,268
E01,S08,A22,269,293
E01,S08,A23,1,18
E01,S08,A23,19,44
E01,S08,A23,45,69
E01,S08,A23,70,96
E01,S08,A23,97,123
E01,S08,A23,124,150
E01,S08,A23,151,179
E01,S08,A23,180,205
E01,S08,A23,206,232
E01,S08,A23,233,256
E01,S08,A23,257,281
E01,S08,A24,1,16
E01,S08,A24,17,40
E01,S08,A24,41,63
E01,S08,A24,64,86
E01,S08,A24,87,109
E01,S08,A24,110,132
E01,S08,A24,133,154
E01,S08,A24,155,176
E01,S08,A24,177,199
E01,S08,A24,200,221
E01,S08,A24,222,241
E01,S08,A24,242,264
E01,S08,A24,265,285
E01,S08,A25,1,18
E01,S08,A25,19,38
E01,S08,A25,39,61
E01,S08,A25,62,83
E01,S08,A25,84,105
E01,S08,A25,106,126
E01,S08,A25,127,148
E01,S08,A25,149,170
E01,S08,A25,171,192
E01,S08,A25,193,213
E01,S08,A25,214,235
E01,S08,A25,236,257
E01,S08,A25,258,278
E01,S08,A26,1,12
E01,S08,A26,13,21
E01,S08,A26,22,29
E01,S08,A26,30,38
E01,S08,A26,39,47
E01,S08,A26,48,55
E01,S08,A26,56,64
E01,S08,A26,65,73
E01,S08,A26,74,81
E01,S08,A26,82,90
E01,S08,A26,91,98
E01,S08,A26,99,107
E01,S08,A26,108,116
E01,S08,A26,117,124
E01,S08,A26,125,133
E01,S08,A26,134,142
E01,S08,A26,143,151
E01,S08,A26,152,160
E01,S08,A26,161,169
E01,S08,A26,170,177
E01,S08,A26,178,186
E01,S08,A26,187,194
E01,S08,A26,195,203
E01,S08,A26,204,212
E01,S08,A26,213,221
E01,S08,A26,222,229
E01,S08,A26,230,238
E01,S08,A26,239,246
E01,S08,A26,247,255
E01,S08,A26,256,263
E01,S08,A26,264,272
E01,S08,A26,273,281
E01,S08,A26,282,289
E01,S08,A27,1,22
E01,S08,A27,23,52
E01,S08,A27,53,81
E01,S08,A27,82,103
E01,S08,A27,104,135
E01,S08,A27,136,162
E01,S08,A27,163,190
E01,S08,A27,191,212
E01,S08,A27,213,241
E01,S08,A27,242,267
E01,S08,A27,268,292
E01,S09,A01,1,11
E01,S09,A01,12,25
E01,S09,A01,26,41
E01,S09,A01,42,55
E01,S09,A01,56,68
E01,S09,A01,69,83
E01,S09,A01,84,98
E01,S09,A01,99,113
E01,S09,A01,114,128
E01,S09,A01,129,142
E01,S09,A01,143,159
E01,S09,A01,160,172
E01,S09,A01,173,186
E01,S09,A01,187,199
E01,S09,A01,200,213
E01,S09,A01,214,229
E01,S09,A01,230,244
E01,S09,A01,245,259
E01,S09,A01,260,274
E01,S09,A01,275,288
E01,S09,A02,1,28
E01,S09,A02,29,58
E01,S09,A02,59,89
E01,S09,A02,90,119
E01,S09,A02,120,150
E01,S09,A02,151,183
E01,S09,A02,184,215
E01,S09,A02,216,247
E01,S09,A02,248,279
E01,S09,A03,1,25
E01,S09,A03,26,55
E01,S09,A03,56,85
E01,S09,A03,86,115
E01,S09,A03,116,145
E01,S09,A03,146,175
E01,S09,A03,176,206
E01,S09,A03,207,238
E01,S09,A03,239,270
E01,S09,A04,1,13
E01,S09,A04,14,26
E01,S09,A04,27,39
E01,S09,A04,40,50
E01,S09,A04,51,62
E01,S09,A04,63,74
E01,S09,A04,75,87
E01,S09,A04,88,99
E01,S09,A04,100,113
E01,S09,A04,114,125
E01,S09,A04,126,139
E01,S09,A04,140,151
E01,S09,A04,152,165
E01,S09,A04,166,175
E01,S09,A04,176,188
E01,S09,A04,189,197
E01,S09,A04,198,209
E01,S09,A04,210,222
E01,S09,A04,223,237
E01,S09,A04,238,253
E01,S09,A04,254,267
E01,S09,A04,268,282
E01,S09,A05,1,12
E01,S09,A05,13,24
E01,S09,A05,25,36
E01,S09,A05,37,47
E01,S09,A05,48,58
E01,S09,A05,59,68
E01,S09,A05,69,81
E01,S09,A05,82,92
E01,S09,A05,93,104
E01,S09,A05,105,115
E01,S09,A05,116,129
E01,S09,A05,130,139
E01,S09,A05,140,150
E01,S09,A05,151,162
E01,S09,A05,163,174
E01,S09,A05,175,184
E01,S09,A05,185,197
E01,S09,A05,198,206
E01,S09,A05,207,221
E01,S09,A05,222,231
E01,S09,A05,232,246
E01,S09,A05,247,256
E01,S09,A05,257,271
E01,S09,A05,272,282
E01,S09,A05,283,296
E01,S09,A06,1,10
E01,S09,A06,11,21
E01,S09,A06,22,33
E01,S09,A06,34,44
E01,S09,A06,45,56
E01,S09,A06,57,67
E01,S09,A06,68,78
E01,S09,A06,79,90
E01,S09,A06,91,101
E01,S09,A06,102,112
E01,S09,A06,113,124
E01,S09,A06,125,135
E01,S09,A06,136,146
E01,S09,A06,147,158
E01,S09,A06,159,170
E01,S09,A06,171,181
E01,S09,A06,182,193
E01,S09,A06,194,204
E01,S09,A06,205,216
E01,S09,A06,217,227
E01,S09,A06,228,238
E01,S09,A06,239,250
E01,S09,A06,251,261
E01,S09,A06,262,273
E01,S09,A06,274,284
E01,S09,A06,285,296
E01,S09,A07,1,23
E01,S09,A07,24,51
E01,S09,A07,52,79
E01,S09,A07,80,108
E01,S09,A07,109,138
E01,S09,A07,139,169
E01,S09,A07,170,198
E01,S09,A07,199,227
E01,S09,A07,228,256
E01,S09,A07,257,284
E01,S09,A08,1,20
E01,S09,A08,21,49
E01,S09,A08,50,77
E01,S09,A08,78,104
E01,S09,A08,105,134
E01,S09,A08,135,163
E01,S09,A08,164,191
E01,S09,A08,192,219
E01,S09,A08,220,249
E01,S09,A08,250,279
E01,S09,A09,1,22
E01,S09,A09,23,39
E01,S09,A09,40,54
E01,S09,A09,55,70
E01,S09,A09,71,86
E01,S09,A09,87,103
E01,S09,A09,104,119
E01,S09,A09,120,136
E01,S09,A09,137,150
E01,S09,A09,151,166
E01,S09,A09,167,183
E01,S09,A09,184,200
E01,S09,A09,201,218
E01,S09,A09,219,233
E01,S09,A09,234,249
E01,S09,A09,250,266
E01,S09,A09,267,283
E01,S09,A10,1,6
E01,S09,A10,7,24
E01,S09,A10,25,41
E01,S09,A10,42,58
E01,S09,A10,59,76
E01,S09,A10,77,93
E01,S09,A10,94,110
E01,S09,A10,111,126
E01,S09,A10,127,142
E01,S09,A10,143,159
E01,S09,A10,160,175
E01,S09,A10,176,191
E01,S09,A10,192,208
E01,S09,A10,209,225
E01,S09,A10,226,242
E01,S09,A10,243,259
E01,S09,A10,260,283
E01,S09,A11,1,22
E01,S09,A11,23,55
E01,S09,A11,56,87
E01,S09,A11,88,122
E01,S09,A11,123,155
E01,S09,A11,156,187
E01,S09,A11,188,219
E01,S09,A11,220,250
E01,S09,A11,251,282
E01,S09,A12,1,11
E01,S09,A12,12,30
E01,S09,A12,31,49
E01,S09,A12,50,69
E01,S09,A12,70,90
E01,S09,A12,91,109
E01,S09,A12,110,128
E01,S09,A12,129,149
E01,S09,A12,150,168
E01,S09,A12,169,187
E01,S09,A12,188,207
E01,S09,A12,208,225
E01,S09,A12,226,244
E01,S09,A12,245,262
E01,S09,A12,263,280
E01,S09,A13,1,8
E01,S09,A13,9,28
E01,S09,A13,29,47
E01,S09,A13,48,67
E01,S09,A13,68,87
E01,S09,A13,88,108
E01,S09,A13,109,127
E01,S09,A13,128,147
E01,S09,A13,148,168
E01,S09,A13,169,190
E01,S09,A13,191,210
E01,S09,A13,211,231
E01,S09,A13,232,252
E01,S09,A13,253,272
E01,S09,A13,273,293
E01,S09,A14,1,16
E01,S09,A14,17,36
E01,S09,A14,37,61
E01,S09,A14,62,84
E01,S09,A14,85,109
E01,S09,A14,110,134
E01,S09,A14,135,158
E01,S09,A14,159,181
E01,S09,A14,182,205
E01,S09,A14,206,229
E01,S09,A14,230,253
E01,S09,A14,254,278
E01,S09,A15,1,12
E01,S09,A15,13,35
E01,S09,A15,36,57
E01,S09,A15,58,80
E01,S09,A15,81,102
E01,S09,A15,103,125
E01,S09,A15,126,147
E01,S09,A15,148,172
E01,S09,A15,173,195
E01,S09,A15,196,218
E01,S09,A15,219,241
E01,S09,A15,242,265
E01,S09,A15,266,289
E01,S09,A16,1,13
E01,S09,A16,14,36
E01,S09,A16,37,59
E01,S09,A16,60,81
E01,S09,A16,82,102
E01,S09,A16,103,124
E01,S09,A16,125,146
E01,S09,A16,147,169
E01,S09,A16,170,192
E01,S09,A16,193,214
E01,S09,A16,215,236
E01,S09,A16,237,259
E01,S09,A16,260,283
E01,S09,A17,1,3
E01,S09,A17,4,16
E01,S09,A17,17,29
E01,S09,A17,30,43
E01,S09,A17,44,57
E01,S09,A17,58,69
E01,S09,A17,70,83
E01,S09,A17,84,97
E01,S09,A17,98,110
E01,S09,A17,111,124
E01,S09,A17,125,138
E01,S09,A17,139,152
E01,S09,A17,153,165
E01,S09,A17,166,179
E01,S09,A17,180,192
E01,S09,A17,193,206
E01,S09,A17,207,221
E01,S09,A17,222,234
E01,S09,A17,235,247
E01,S09,A17,248,261
E01,S09,A17,262,276
E01,S09,A17,277,290
E01,S09,A18,1,11
E01,S09,A18,12,26
E01,S09,A18,27,40
E01,S09,A18,41,57
E01,S09,A18,58,73
E01,S09,A18,74,88
E01,S09,A18,89,104
E01,S09,A18,105,118
E01,S09,A18,119,134
E01,S09,A18,135,148
E01,S09,A18,149,163
E01,S09,A18,164,178
E01,S09,A18,179,192
E01,S09,A18,193,206
E01,S09,A18,207,221
E01,S09,A18,222,235
E01,S09,A18,236,250
E01,S09,A18,251,265
E01,S09,A18,266,280
E01,S09,A18,281,294
E01,S09,A19,1,20
E01,S09,A19,21,38
E01,S09,A19,39,55
E01,S09,A19,56,73
E01,S09,A19,74,90
E01,S09,A19,91,107
E01,S09,A19,108,125
E01,S09,A19,126,143
E01,S09,A19,144,159
E01,S09,A19,160,176
E01,S09,A19,177,192
E01,S09,A19,193,208
E01,S09,A19,209,225
E01,S09,A19,226,242
E01,S09,A19,243,259
E01,S09,A19,260,277
E01,S09,A19,278,292
E01,S09,A20,1,13
E01,S09,A20,14,37
E01,S09,A20,38,61
E01,S09,A20,62,83
E01,S09,A20,84,108
E01,S09,A20,109,132
E01,S09,A20,133,156
E01,S09,A20,157,180
E01,S09,A20,181,204
E01,S09,A20,205,226
E01,S09,A20,227,248
E01,S09,A20,249,273
E01,S09,A21,1,16
E01,S09,A21,17,39
E01,S09,A21,40,63
E01,S09,A21,64,86
E01,S09,A21,87,109
E01,S09,A21,110,131
E01,S09,A21,132,153
E01,S09,A21,154,176
E01,S09,A21,177,199
E01,S09,A21,200,222
E01,S09,A21,223,246
E01,S09,A21,247,267
E01,S09,A21,268,290
E01,S09,A22,1,14
E01,S09,A22,15,34
E01,S09,A22,35,54
E01,S09,A22,55,94
